Price,Adj Close,Close,High,Low,Open,Volume
Ticker,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS
Date,,,,,,
2020-05-29,1835.1025390625,1972.3499755859375,2002.6500244140625,1962.4000244140625,1982.0,7237735
2020-06-01,1902.9296875,2045.25,2060.0,1981.0999755859375,1990.0,3747773
2020-06-02,1904.6976318359375,2047.1500244140625,2081.0,2040.050048828125,2060.199951171875,2443886
2020-06-03,1909.3631591796875,2046.1500244140625,2063.75,2020.0,2051.85009765625,3699799
2020-06-04,1951.728271484375,2091.550048828125,2100.0,2046.75,2046.75,4048593
2020-06-05,1911.3226318359375,2048.25,2098.0,2040.300048828125,2091.60009765625,3573289
2020-06-08,1933.252197265625,2071.75,2095.0,2062.10009765625,2078.25,2957841
2020-06-09,1933.5316162109375,2072.050048828125,2095.5,2060.25,2063.10009765625,2909439
2020-06-10,1967.7783203125,2108.75,2132.0,2073.5,2077.050048828125,5168397
2020-06-11,1929.426025390625,2067.64990234375,2105.0,2061.800048828125,2100.0,2269513
2020-06-12,1903.1578369140625,2039.5,2049.199951171875,2011.0,2011.199951171875,2842642
2020-06-15,1894.1995849609375,2029.9000244140625,2059.0,2000.949951171875,2039.0999755859375,2399022
2020-06-16,1909.03662109375,2045.800048828125,2073.949951171875,2031.0,2065.0,2146528
2020-06-17,1910.9029541015625,2047.800048828125,2058.85009765625,2026.550048828125,2046.0,2703527
2020-06-18,1901.8514404296875,2038.0999755859375,2059.199951171875,2025.199951171875,2045.0,1944389
2020-06-19,1907.9168701171875,2044.5999755859375,2090.0,2032.0,2042.0,5681758
2020-06-22,1892.3798828125,2027.949951171875,2052.25,2019.1500244140625,2050.0,3196138
2020-06-23,1899.238525390625,2035.300048828125,2044.0,2010.0,2027.0,4205944
2020-06-24,1905.6776123046875,2042.199951171875,2064.25,2031.5999755859375,2034.0,2560937
2020-06-25,1881.3218994140625,2016.0999755859375,2060.0,2009.25,2035.0,3043931
2020-06-26,1977.203369140625,2118.85009765625,2132.0,2019.949951171875,2025.0,6300722
2020-06-29,1961.1534423828125,2101.64990234375,2127.60009765625,2091.300048828125,2108.0,3076341
2020-06-30,1942.956298828125,2082.14990234375,2111.89990234375,2075.050048828125,2100.0,3071725
2020-07-01,1952.19482421875,2092.050048828125,2113.949951171875,2079.5,2079.699951171875,2503466
2020-07-02,2012.94287109375,2157.14990234375,2165.0,2098.0,2102.0,3758699
2020-07-03,2052.60205078125,2199.64990234375,2205.0,2160.25,2163.64990234375,4185208
2020-07-06,2111.9033203125,2263.199951171875,2269.89990234375,2205.0,2205.0,5190366
2020-07-07,2118.155517578125,2269.89990234375,2302.699951171875,2232.14990234375,2275.0,5630055
2020-07-08,2070.564697265625,2218.89990234375,2274.39990234375,2207.60009765625,2270.0,2793358
2020-07-09,2056.98828125,2204.35009765625,2244.5,2191.050048828125,2229.0,3443998
2020-07-10,2073.783935546875,2222.35009765625,2249.85009765625,2176.0,2205.25,9610320
2020-07-13,2071.591552734375,2220.0,2244.949951171875,2210.0,2220.0,2963503
2020-07-14,2026.7528076171875,2171.949951171875,2239.0,2165.0,2210.0,2976738
2020-07-15,2084.56201171875,2233.89990234375,2260.0,2181.10009765625,2185.0,5569321
2020-07-16,2090.032958984375,2234.75,2333.0,2220.10009765625,2244.0,8582118
2020-07-17,2058.23486328125,2200.75,2243.89990234375,2190.050048828125,2237.0,4509135
2020-07-20,2064.921875,2207.89990234375,2226.89990234375,2190.800048828125,2201.0,2952646
2020-07-21,2080.961181640625,2225.050048828125,2238.64990234375,2201.14990234375,2230.0,2665286
2020-07-22,2049.069580078125,2190.949951171875,2231.0,2184.199951171875,2231.0,2861534
2020-07-23,2030.59814453125,2171.199951171875,2190.949951171875,2163.0,2190.949951171875,2265766
2020-07-24,2017.69189453125,2157.39990234375,2163.0,2125.10009765625,2154.5,3665100
2020-07-27,2063.893310546875,2206.800048828125,2215.0,2163.5,2165.0,4248480
2020-07-28,2160.17626953125,2309.75,2320.0,2215.0,2215.0,8092319
2020-07-29,2128.658935546875,2276.050048828125,2342.0,2246.050048828125,2292.0,6090431
2020-07-30,2131.885009765625,2279.5,2358.0,2272.25,2285.89990234375,7098496
2020-07-31,2133.662353515625,2281.39990234375,2334.800048828125,2257.449951171875,2303.14990234375,4723290
2020-08-03,2108.176513671875,2254.14990234375,2303.85009765625,2230.699951171875,2290.449951171875,4012337
2020-08-04,2104.0146484375,2249.699951171875,2269.64990234375,2225.050048828125,2259.949951171875,2927928
2020-08-05,2113.1806640625,2259.5,2300.0,2253.0,2260.0,3800641
2020-08-06,2158.63330078125,2308.10009765625,2319.5,2265.35009765625,2275.0,4748047
2020-08-07,2146.70849609375,2295.35009765625,2328.0,2287.0,2308.0,3165491
2020-08-10,2134.97119140625,2282.800048828125,2325.0,2276.050048828125,2318.0,2929353
2020-08-11,2132.2587890625,2279.89990234375,2312.0,2275.60009765625,2283.0,2774423
2020-08-12,2111.16943359375,2257.35009765625,2296.39990234375,2246.550048828125,2288.35009765625,3415751
2020-08-13,2108.45751953125,2254.449951171875,2300.0,2250.5,2273.0,2695682
2020-08-14,2096.953857421875,2242.14990234375,2281.300048828125,2233.10009765625,2277.0,2270405
2020-08-17,2107.475341796875,2253.39990234375,2270.0,2238.25,2263.0,2625630
2020-08-18,2122.766357421875,2269.75,2289.0,2248.300048828125,2262.800048828125,3493374
2020-08-19,2110.46875,2256.60009765625,2284.60009765625,2252.5,2276.35009765625,2843005
2020-08-20,2106.96142578125,2252.85009765625,2276.550048828125,2240.050048828125,2257.0,2895164
2020-08-21,2102.986083984375,2248.60009765625,2271.0,2241.050048828125,2260.0,1975294
2020-08-24,2102.51904296875,2248.10009765625,2259.949951171875,2230.0,2250.60009765625,2167966
2020-08-25,2097.42138671875,2242.64990234375,2250.0,2233.550048828125,2245.0,1663419
2020-08-26,2107.569580078125,2253.5,2259.89990234375,2216.449951171875,2242.0,2618149
2020-08-27,2102.79931640625,2248.39990234375,2287.35009765625,2241.75,2266.0,3579393
2020-08-28,2093.587646484375,2238.550048828125,2279.949951171875,2235.10009765625,2268.39990234375,2941136
2020-08-31,2111.075927734375,2257.25,2276.199951171875,2228.0,2240.0,6018154
2020-09-01,2100.882080078125,2246.35009765625,2278.0,2241.300048828125,2269.0,3610908
2020-09-02,2118.464111328125,2265.14990234375,2268.75,2241.64990234375,2247.0,2084137
2020-09-03,2150.590087890625,2299.5,2324.0,2268.0,2268.0,4654146
2020-09-04,2140.58349609375,2288.800048828125,2324.25,2262.949951171875,2275.0,5231303
2020-09-07,2176.356201171875,2327.050048828125,2343.5,2283.35009765625,2289.0,4620401
2020-09-08,2196.136474609375,2348.199951171875,2390.449951171875,2327.050048828125,2335.949951171875,7453998
2020-09-09,2176.9169921875,2327.64990234375,2359.0,2320.0,2325.0,3866535
2020-09-10,2180.190673828125,2331.14990234375,2348.5,2324.300048828125,2335.0,2308813
2020-09-11,2220.359375,2374.10009765625,2383.0,2330.14990234375,2330.949951171875,4145424
2020-09-14,2330.06298828125,2491.39990234375,2505.75,2381.85009765625,2384.10009765625,7512131
2020-09-15,2330.06298828125,2491.39990234375,2538.0,2464.60009765625,2491.39990234375,7318770
2020-09-16,2340.912353515625,2503.0,2507.60009765625,2477.300048828125,2488.949951171875,3074003
2020-09-17,2301.584716796875,2460.949951171875,2495.75,2450.60009765625,2480.0,4828176
2020-09-18,2291.250244140625,2449.89990234375,2500.39990234375,2436.39990234375,2485.0,4183256
2020-09-21,2305.654052734375,2465.300048828125,2504.89990234375,2452.14990234375,2465.0,4598809
2020-09-22,2359.570068359375,2522.949951171875,2555.0,2458.0,2485.0,7499613
2020-09-23,2307.6640625,2467.449951171875,2519.85009765625,2409.0,2510.0,7502280
2020-09-24,2181.21875,2332.25,2450.0,2302.60009765625,2450.0,8424708
2020-09-25,2265.438232421875,2422.300048828125,2440.0,2352.10009765625,2368.0,8228267
2020-09-28,2269.17919921875,2426.300048828125,2444.0,2366.0,2440.0,4347166
2020-09-29,2327.257568359375,2488.39990234375,2511.050048828125,2426.300048828125,2434.85009765625,6995811
2020-09-30,2330.90478515625,2492.300048828125,2505.0,2460.0,2489.0,3917166
2020-10-01,2360.037353515625,2523.449951171875,2540.0,2492.300048828125,2510.0,2610337
2020-10-05,2530.579345703125,2705.800048828125,2728.10009765625,2603.050048828125,2620.0,17412105
2020-10-06,2538.529052734375,2714.300048828125,2736.0,2650.10009765625,2736.0,9846367
2020-10-07,2558.777099609375,2735.949951171875,2770.0,2703.0,2742.0,9656101
2020-10-08,2642.71435546875,2825.699951171875,2885.0,2800.0,2800.0,19839329
2020-10-09,2630.790283203125,2812.949951171875,2829.85009765625,2780.0,2810.0,7739245
2020-10-12,2646.736083984375,2830.0,2854.0,2800.75,2815.5,4623203
2020-10-13,2643.509765625,2826.550048828125,2854.89990234375,2812.199951171875,2845.0,4209878
2020-10-14,2638.8603515625,2809.60009765625,2842.0,2787.550048828125,2842.0,4395936
2020-10-15,2574.053466796875,2740.60009765625,2827.75,2727.0,2811.0,6629355
2020-10-16,2595.37451171875,2763.300048828125,2771.64990234375,2731.300048828125,2750.10009765625,5273773
2020-10-19,2546.768798828125,2711.550048828125,2774.0,2706.60009765625,2774.0,3331194
2020-10-20,2572.550537109375,2739.0,2759.89990234375,2717.949951171875,2725.0,3406273
2020-10-21,2512.81591796875,2675.39990234375,2749.0,2663.050048828125,2739.0,4570143
2020-10-22,2508.823974609375,2671.14990234375,2686.64990234375,2638.10009765625,2661.0,5262294
2020-10-23,2523.52294921875,2686.800048828125,2702.0,2670.10009765625,2687.800048828125,3499091
2020-10-26,2524.837890625,2688.199951171875,2709.949951171875,2670.5,2689.949951171875,2672752
2020-10-27,2470.31591796875,2630.14990234375,2718.14990234375,2624.10009765625,2699.75,3537502
2020-10-28,2462.848388671875,2622.199951171875,2655.949951171875,2606.0,2650.0,3569445
2020-10-29,2472.663818359375,2632.64990234375,2655.0,2600.25,2608.0,3105968
2020-10-30,2502.90673828125,2664.85009765625,2674.35009765625,2621.60009765625,2636.10009765625,3427003
2020-11-02,2446.318603515625,2604.60009765625,2664.85009765625,2600.050048828125,2660.0,2571196
2020-11-03,2473.555908203125,2633.60009765625,2665.0,2601.050048828125,2604.0,2879269
2020-11-04,2491.91748046875,2653.14990234375,2721.85009765625,2610.0,2610.0,4893928
2020-11-05,2522.490234375,2685.699951171875,2710.0,2667.0,2685.0,2816502
2020-11-06,2542.918212890625,2707.449951171875,2713.25,2681.300048828125,2699.0,3884421
2020-11-09,2560.904296875,2726.60009765625,2744.0,2695.10009765625,2731.10009765625,3646592
2020-11-10,2488.583984375,2649.60009765625,2713.14990234375,2638.35009765625,2697.199951171875,4760020
2020-11-11,2524.46240234375,2687.800048828125,2692.800048828125,2643.39990234375,2667.949951171875,3242441
2020-11-12,2508.730224609375,2671.050048828125,2713.0,2661.75,2686.0,2437505
2020-11-13,2495.3935546875,2656.85009765625,2664.89990234375,2636.0,2655.75,2548093
2020-11-14,2508.072509765625,2670.35009765625,2689.0,2660.050048828125,2677.949951171875,298819
2020-11-17,2504.033935546875,2666.050048828125,2695.0,2650.050048828125,2695.0,2827273
2020-11-18,2467.028076171875,2626.64990234375,2664.199951171875,2607.050048828125,2661.0,2893762
2020-11-19,2476.65478515625,2636.89990234375,2676.14990234375,2630.85009765625,2637.0,4167501
2020-11-20,2498.586669921875,2660.25,2676.0,2627.550048828125,2655.0,2711471
2020-11-23,2558.697509765625,2724.25,2730.0,2665.0,2690.0,3706418
2020-11-24,2556.630615234375,2722.050048828125,2743.0,2705.0,2734.39990234375,3120516
2020-11-25,2537.141845703125,2701.300048828125,2732.949951171875,2688.199951171875,2729.0,3302249
2020-11-26,2555.26904296875,2720.60009765625,2730.949951171875,2680.0,2686.0,2341099
2020-11-27,2516.80712890625,2679.64990234375,2717.699951171875,2669.050048828125,2705.0,6086808
2020-12-01,2561.092041015625,2726.800048828125,2735.89990234375,2624.449951171875,2679.0,3605017
2020-12-02,2582.459716796875,2749.550048828125,2754.699951171875,2702.449951171875,2719.0,2509032
2020-12-03,2544.796630859375,2709.449951171875,2773.89990234375,2700.800048828125,2773.89990234375,2852548
2020-12-04,2561.796875,2727.550048828125,2738.85009765625,2699.0,2710.800048828125,2686527
2020-12-07,2571.330322265625,2737.699951171875,2744.0,2706.14990234375,2715.0,1996400
2020-12-08,2627.30810546875,2797.300048828125,2805.550048828125,2732.449951171875,2740.0,4277818
2020-12-09,2639.98779296875,2810.800048828125,2840.0,2793.14990234375,2815.0,3659996
2020-12-10,2615.09765625,2784.300048828125,2827.300048828125,2780.25,2818.0,2127801
2020-12-11,2614.4404296875,2783.60009765625,2807.699951171875,2764.550048828125,2792.699951171875,1795408
2020-12-14,2627.68310546875,2797.699951171875,2804.0,2756.25,2802.0,2483658
2020-12-15,2593.73095703125,2761.550048828125,2794.699951171875,2755.0,2786.0,2365509
2020-12-16,2643.18115234375,2814.199951171875,2819.800048828125,2760.449951171875,2779.0,2565149
2020-12-17,2665.72265625,2838.199951171875,2853.699951171875,2805.0,2811.0,2863460
2020-12-18,2687.13671875,2861.0,2898.0,2846.199951171875,2868.0,6076692
2020-12-21,2648.76953125,2820.14990234375,2886.5,2785.0,2861.0,2705195
2020-12-22,2697.938232421875,2872.5,2883.64990234375,2818.64990234375,2834.0,2881737
2020-12-23,2731.985107421875,2908.75,2919.0,2865.449951171875,2876.050048828125,2790988
2020-12-24,2732.549072265625,2909.35009765625,2921.35009765625,2883.199951171875,2909.0,1807144
2020-12-28,2751.380126953125,2929.39990234375,2949.699951171875,2902.0,2910.0,2108994
2020-12-29,2752.413330078125,2930.5,2952.0,2920.0,2920.0,1994151
2020-12-30,2732.501708984375,2909.300048828125,2947.699951171875,2902.0,2934.39990234375,2637968
2020-12-31,2688.780517578125,2862.75,2905.0,2845.0,2900.0,4040956
2021-01-01,2750.300048828125,2928.25,2940.0,2879.0,2880.0,2681440
2021-01-04,2854.74267578125,3039.449951171875,3050.75,2940.949951171875,2950.0,5113293
2021-01-05,2905.037841796875,3093.0,3114.25,3039.60009765625,3039.60009765625,5801309
2021-01-06,2866.060546875,3051.5,3113.5,3037.199951171875,3100.0,3726716
2021-01-07,2848.49658203125,3032.800048828125,3080.85009765625,3000.25,3075.0,3717827
2021-01-08,2931.242431640625,3120.89990234375,3128.0,3060.0,3090.0,5879039
2021-01-11,2983.417236328125,3176.449951171875,3230.0,3146.550048828125,3230.0,9508039
2021-01-12,2981.91455078125,3174.85009765625,3210.0,3150.0,3176.449951171875,3611458
2021-01-13,2966.980224609375,3158.949951171875,3177.0,3126.25,3175.0,3572801
2021-01-14,3058.96484375,3250.699951171875,3266.5,3120.39990234375,3155.0,6931542
2021-01-15,3042.638671875,3233.35009765625,3274.0,3210.0,3235.0,4131692
2021-01-18,3031.721923828125,3221.75,3256.75,3187.39990234375,3250.0,4160906
2021-01-19,3068.375244140625,3260.699951171875,3279.0,3232.0,3233.0,2975735
2021-01-20,3113.638427734375,3308.800048828125,3327.949951171875,3267.10009765625,3270.0,3453446
2021-01-21,3080.749755859375,3273.85009765625,3309.14990234375,3262.10009765625,3305.0,2778546
2021-01-22,3108.274658203125,3303.10009765625,3325.0,3241.89990234375,3241.89990234375,3052459
2021-01-25,3097.170166015625,3291.300048828125,3339.800048828125,3278.64990234375,3308.949951171875,2272887
2021-01-27,3068.704345703125,3261.050048828125,3306.449951171875,3227.0,3300.0,2786662
2021-01-28,3008.008544921875,3196.550048828125,3275.0,3183.800048828125,3230.0,3083938
2021-01-29,2927.83447265625,3111.35009765625,3216.85009765625,3100.0,3210.050048828125,5445659
2021-02-01,2954.18310546875,3139.35009765625,3165.0,3044.10009765625,3100.0,3985846
2021-02-02,3014.501708984375,3203.449951171875,3224.0,3150.0,3174.0,2881837
2021-02-03,3011.302001953125,3200.050048828125,3236.0,3162.64990234375,3213.0,2505866
2021-02-04,3000.386474609375,3188.449951171875,3237.85009765625,3176.0,3216.050048828125,2057261
2021-02-05,2971.685546875,3157.949951171875,3205.85009765625,3129.0,3198.949951171875,2366135
2021-02-08,3024.524169921875,3214.10009765625,3226.0,3155.14990234375,3189.5,2526592
2021-02-09,2989.517822265625,3176.89990234375,3245.800048828125,3164.0,3195.0,2658751
2021-02-10,3023.771484375,3213.300048828125,3219.39990234375,3157.300048828125,3185.0,2127983
2021-02-11,3016.9013671875,3206.0,3219.300048828125,3185.050048828125,3215.0,1165882
2021-02-12,3002.59814453125,3190.800048828125,3245.5,3182.0,3184.199951171875,2777404
2021-02-15,2954.65380859375,3139.85009765625,3209.0,3131.550048828125,3209.0,2630853
2021-02-16,2925.4345703125,3108.800048828125,3167.64990234375,3100.0,3150.0,3435770
2021-02-17,2891.840087890625,3073.10009765625,3132.85009765625,3045.550048828125,3105.10009765625,3678426
2021-02-18,2877.01953125,3057.35009765625,3097.89990234375,3031.0,3065.0,4189909
2021-02-19,2890.6640625,3071.85009765625,3087.14990234375,3016.14990234375,3058.0,3725028
2021-02-22,2783.952392578125,2958.449951171875,3096.0,2943.14990234375,3096.0,5366696
2021-02-23,2804.419921875,2980.199951171875,3028.0,2968.0,2970.0,3832829
2021-02-24,2774.21337890625,2948.10009765625,3003.35009765625,2921.14990234375,2972.0,3774549
2021-02-25,2818.629150390625,2995.300048828125,3029.89990234375,2968.449951171875,2974.0,4224073
2021-02-26,2723.5859375,2894.300048828125,2972.35009765625,2880.0,2960.0,5553153
2021-03-01,2751.72265625,2924.199951171875,2965.0,2901.800048828125,2926.0,3265871
2021-03-02,2829.02734375,3006.35009765625,3025.0,2948.0,2960.0,3306469
2021-03-03,2878.665771484375,3059.10009765625,3064.0,2996.89990234375,3035.0,3509857
2021-03-04,2869.820556640625,3049.699951171875,3081.449951171875,3016.050048828125,3023.0,3916760
2021-03-05,2830.627197265625,3008.050048828125,3063.199951171875,2996.60009765625,3016.10009765625,3203686
2021-03-08,2829.591552734375,3006.949951171875,3033.0,2996.0,3016.0,2003125
2021-03-09,2870.996826171875,3050.949951171875,3066.89990234375,2992.10009765625,3006.949951171875,1942397
2021-03-10,2889.81689453125,3070.949951171875,3093.199951171875,3060.0,3075.0,3053778
2021-03-12,2877.583740234375,3057.949951171875,3117.0,3041.35009765625,3075.0,2938317
2021-03-15,2885.30029296875,3066.14990234375,3099.0,3041.0,3041.0,3097083
2021-03-16,2926.61083984375,3110.050048828125,3141.0,3060.0,3060.0,4894756
